district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,1770 deval ganagapur,49.41,15.0,85,30.52,0.0,105,-18.89,-15.0,-9.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C0308 chayyandane,3726 konanjageri,66.57,40.0,35,47.74,20.0,31,-18.83,-20.0,-9.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0001 afzalpur,C1536 station gangapur,3674 koganoor,57.47,20.0,172,38.66,3.5,108,-18.81,-16.5,-9.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0132 srirangapatna,C0080 arakere,5669 thadagavadi,72.73,42.5,86,53.93,10.0,75,-18.8,-32.5,-9.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0329 chikkadankanakal,3064 jeeral,58.24,25.0,71,39.46,15.0,65,-18.78,-10.0,-9.39,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C1207 mudenoor,6210 shiragumpi,55.38,15.0,169,36.61,5.0,127,-18.77,-10.0,-9.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,C1538 suggenahalli,5517 suggenahalli,60.03,25.0,149,41.27,0.0,110,-18.76,-25.0,-9.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0135 tiptur,C1527 sooguru,943 bajagooru,87.38,70.0,61,68.65,45.0,48,-18.73,-25.0,-9.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C1381 rajankolur,5051 rajankollur,72.89,40.0,166,54.18,10.0,176,-18.71,-30.0,-9.35,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0623 hasagal,1571 chikkabommanal,49.17,10.0,205,30.49,0.0,134,-18.68,-10.0,-9.34,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0072 jamakhandi,C0735 hunnur,2878 hunnur,84.52,61.0,93,65.86,35.0,238,-18.66,-26.0,-9.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,1835 dhoddamole,62.18,25.0,124,43.52,15.0,128,-18.66,-10.0,-9.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0503 girigowdana palya,5230 santhemavathuru,79.68,60.0,78,61.02,16.5,64,-18.66,-43.5,-9.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0140 virajpet,C1555 t. shettigeri,5585 t. shettigeri,53.22,15.0,45,34.59,8.0,37,-18.63,-7.0,-9.31,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C0639 heggadihalli,2558 heggadihalli,70.59,33.5,68,51.98,15.0,58,-18.61,-18.5,-9.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C0948 kodekal,2305 hagaratagi,73.93,50.0,131,55.33,19.0,169,-18.6,-31.0,-9.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0113 ramdurg,C1208 mudenur,2319 halagatti,73.61,43.0,147,55.04,25.0,127,-18.57,-18.0,-9.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1290 navali,3425 karadona,66.05,30.0,196,47.51,10.0,169,-18.54,-20.0,-9.27,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C1577 tavarekere,6516 hosuru,67.28,39.0,169,48.77,15.0,122,-18.51,-24.0,-9.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0348 chimmanchod,1633 chimmanchod,46.35,5.0,163,27.88,0.0,139,-18.47,-5.0,-9.23,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1323 noolvi,4890 nulvi,72.72,40.0,125,54.26,25.0,215,-18.46,-15.0,-9.23,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0324 chikkaarasinakere,1565 chikkaarasina kere,73.12,46.5,24,54.7,25.0,66,-18.42,-21.5,-9.21,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1438 sampige hosahalli,5190 sampige hosahalli,82.44,60.0,154,64.07,31.0,113,-18.37,-29.0,-9.19,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1571 talikatte,5834 tuppudahalli,57.32,10.0,256,39.01,5.0,91,-18.31,-5.0,-9.16,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
